budget,id,original_title,popularity,revenue,runtime,vote_average,vote_count,genre_1,genre_2,genre_3,director,release_year,Drama,Comedy,Adventure,Action,Crime,Fantasy,Romance,Thriller,main_lead,is_male,is_female,,,,prod_comp_count,release_year,count,decade1,custom category,,,year,decadewise,custom category,,,,country_release_count
1.45E+08,140300,Kung Fu Panda 3,56.747978,521170825,95,6.7,1603,Action,Adventure,Animation,NA,2016,0,0,0,1,0,0,0,0,Jack Black,1,0,,,,0.4,,,,,,,,,,,,,0.2
1.45E+08,1735,The Mummy: Tomb of the Dragon Emperor,60.034162,401128639,112,5.2,1387,Adventure,Action,Fantasy,Rob Cohen,2008,0,0,1,0,0,0,0,0,Brendan Fraser,1,0,,,,0.5,,,,,,,,,,,,,0.2
1.45E+08,81188,Rise of the Guardians,61.788035,306941670,97,7.1,1922,Fantasy,Animation,Family,Peter Ramsey,2012,0,0,0,0,0,1,0,0,Chris Pine,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.44E+08,43074,Ghostbusters,66.21806,229147509,116,5.3,2142,Action,Fantasy,Comedy,Paul Feig,2016,0,0,0,1,0,0,0,0,Melissa McCarthy,0,1,,,,0.7,,,,,,,,,,,,,0.1
1.40E+08,22,Pirates of the Caribbean: The Curse of the Black Pearl,271.972889,655011224,143,7.5,6985,Adventure,Fantasy,Action,Gore Verbinski,2003,0,0,1,0,0,0,0,0,Johnny Depp,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.40E+08,1726,Iron Man,120.725053,585174222,126,7.4,8776,Action,Science Fiction,Adventure,Jon Favreau,2008,0,0,0,1,0,0,0,0,Robert Downey Jr.,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.40E+08,616,The Last Samurai,52.341226,456758981,154,7.3,1895,Drama,Action,War,Edward Zwick,2003,1,0,0,0,0,0,0,0,Tom Cruise,1,0,,,,0.4,,,,,,,,,,,,,0.3
1.40E+08,608,Men in Black II,91.332849,441818803,88,6,3114,Action,Adventure,Comedy,Barry Sonnenfeld,2002,0,0,0,1,0,0,0,0,Tommy Lee Jones,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.40E+08,36669,Die Another Day,54.159392,431971116,133,5.8,1092,Adventure,Action,Thriller,Lee Tamahori,2002,0,0,1,0,0,0,0,0,Pierce Brosnan,1,0,,,,0.1,,,,,,,,,,,,,0.2
1.40E+08,1771,Captain America: The First Avenger,74.506246,370569774,124,6.6,7047,Action,Adventure,Science Fiction,Joe Johnston,2011,0,0,0,1,0,0,0,0,Chris Evans,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.40E+08,147441,Exodus: Gods and Kings,101.599427,268031828,150,5.6,1921,Adventure,Drama,Action,Ridley Scott,2014,0,0,1,0,0,0,0,0,Christian Bale,1,0,,,,0.4,,,,,,,,,,,,,0.3
1.40E+08,5174,Rush Hour 3,22.57178,258022233,91,6.1,783,Action,Comedy,Crime,Brett Ratner,2007,0,0,0,1,0,0,0,0,Chris Tucker,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.40E+08,267935,The BFG,44.19092,183345589,120,6,1000,Adventure,Family,Fantasy,Steven Spielberg,2016,0,0,1,0,0,0,0,0,Ruby Barnhill,0,1,,,,0.5,,,,,,,,,,,,,0.2
1.40E+08,205584,Gods of Egypt,56.257249,150680864,127,5.3,1277,Fantasy,NA,NA,Alex Proyas,2016,0,0,0,0,0,1,0,0,Brenton Thwaites,1,0,,,,0.5,,,,,,,,,,,,,0.2
1.40E+08,9016,Treasure Planet,38.924136,109578115,95,7.2,948,Adventure,Animation,Family,NA,2002,0,0,1,0,0,0,0,0,Joseph Gordon-Levitt,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.39E+08,557,Spider-Man,82.502566,821708551,121,6.8,5265,Fantasy,Action,NA,Sam Raimi,2002,0,0,0,0,0,1,0,0,Tobey Maguire,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.37E+08,1927,Hulk,34.981698,245360480,138,5.3,1533,Drama,Action,Science Fiction,Ang Lee,2003,1,0,0,0,0,0,0,0,Eric Bana,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.37E+08,2114,Final Fantasy: The Spirits Within,26.074908,85131830,106,5.9,433,Adventure,Action,Animation,NA,2001,0,0,1,0,0,0,0,0,Donald Sutherland,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.35E+08,49519,The Croods,64.183321,585178928,98,6.8,2399,Adventure,Animation,Comedy,NA,2013,0,0,1,0,0,0,0,0,Nicolas Cage,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.35E+08,228161,Home,63.473086,368871007,94,6.8,1519,Fantasy,Comedy,Animation,Tim Johnson,2015,0,0,0,0,0,1,0,0,Jim Parsons,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.35E+08,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,245623848,112,5.8,963,Fantasy,Action,Adventure,Dave Green,2016,0,0,0,0,0,1,0,0,Megan Fox,0,1,,,,0.5,,,,,,,,,,,,,0.3
1.35E+08,10048,Stealth,17.88953,76932943,121,4.9,331,Action,NA,NA,Rob Cohen,2005,0,0,0,1,0,0,0,0,Josh Lucas,0,1,,,,0.5,,,,,,,,,,,,,0.1
1.32E+08,74,War of the Worlds,48.572726,591739379,116,6.2,2322,Adventure,Thriller,Science Fiction,Steven Spielberg,2005,0,0,1,0,0,0,0,0,Tom Cruise,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.30E+08,101299,The Hunger Games: Catching Fire,76.310119,847423452,146,7.4,6495,Adventure,Action,Science Fiction,Francis Lawrence,2013,0,0,1,0,0,0,0,0,Jennifer Lawrence,0,1,,,,0.2,,,,,,,,,,,,,0.1
1.30E+08,673,Harry Potter and the Prisoner of Azkaban,79.679601,789804554,141,7.7,5877,Adventure,Fantasy,Family,Alfonso CuarÃ³n,2004,0,0,1,0,0,0,0,0,Daniel Radcliffe,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.30E+08,9502,Kung Fu Panda,84.689648,631744560,90,6.9,3145,Adventure,Animation,Family,NA,2008,0,0,1,0,0,0,0,0,Jack Black,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.30E+08,417859,Puss in Boots,20.678787,554987477,90,6.4,451,Action,Adventure,Animation,Chris Miller,2011,0,0,0,1,0,0,0,0,Antonio Banderas,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.30E+08,17578,The Adventures of Tintin,89.938296,371940071,107,6.7,2061,Adventure,Animation,Mystery,Steven Spielberg,2011,0,0,1,0,0,0,0,0,Jamie Bell,1,0,,,,0.7,,,,,,,,,,,,,0.2
1.30E+08,72559,G.I. Joe: Retaliation,59.325589,371876278,110,5.4,3025,Adventure,Action,Science Fiction,Jon M. Chu,2013,0,0,1,0,0,0,0,0,Dwayne Johnson,1,0,,,,0.6,,,,,,,,,,,,,0.1
1.30E+08,1979,4: Rise of the Silver Surfer,60.810723,289047763,92,5.4,2589,Adventure,Fantasy,Action,Tim Story,2007,0,0,1,0,0,0,0,0,Ioan Gruffudd,1,0,,,,0.7,,,,,,,,,,,,,0.3
1.30E+08,49040,The Bourne Legacy,90.33681,276572938,120,6,2651,Action,Thriller,NA,Tony Gilroy,2012,0,0,0,1,0,0,0,0,Jeremy Renner,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.30E+08,8961,Bad Boys II,38.068736,273339556,147,6.3,1564,Adventure,Action,Comedy,Michael Bay,2003,0,0,1,0,0,0,0,0,Martin Lawrence,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.30E+08,1495,Kingdom of Heaven,44.490453,211643158,144,6.6,1157,Drama,Action,Adventure,Ridley Scott,2005,1,0,0,0,0,0,0,0,Orlando Bloom,1,0,,,,1,,,,,,,,,,,,,0.5
1.30E+08,13183,Watchmen,64.798873,185258983,163,7,2811,Action,Mystery,Science Fiction,Zack Snyder,2009,0,0,0,1,0,0,0,0,Malin Ã…kerman,0,1,,,,0.6,,,,,,,,,,,,,0.1
1.30E+08,7364,Sahara,21.605568,119269486,124,5.7,434,Action,Adventure,Comedy,Breck Eisner,2005,0,0,0,1,0,0,0,0,Matthew McConaughey,1,0,,,,1,,,,,,,,,,,,,0.4
1.30E+08,76649,Pompeii,50.561849,117831631,105,5.2,1267,Action,Adventure,History,Paul W.S. Anderson,2014,0,0,0,1,0,0,0,0,Kit Harington,1,0,,,,0.5,,,,,,,,,,,,,0.3
1.30E+08,49524,R.I.P.D.,39.448066,61648500,96,5.4,1260,Fantasy,Action,Comedy,Robert Schwentke,2013,0,0,0,0,0,1,0,0,Jeff Bridges,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.30E+08,6972,Australia,28.840997,49554002,165,6.3,694,Drama,NA,NA,Baz Luhrmann,2008,1,0,0,0,0,0,0,0,Nicole Kidman,0,1,,,,0.5,,,,,,,,,,,,,0.3
1.27E+08,181533,Night at the Museum: Secret of the Tomb,115.597753,349424282,97,6.1,1851,Adventure,Comedy,Fantasy,Shawn Levy,2014,0,0,1,0,0,0,0,0,Ben Stiller,1,0,,,,0.5,,,,,,,,,,,,,0.2
1.26E+08,1635,The Island,37.68056,162949164,136,6.5,1770,Action,Thriller,Science Fiction,Michael Bay,2005,0,0,0,1,0,0,0,0,Ewan McGregor,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.25E+08,671,Harry Potter and the Philosopher's Stone,109.984351,976475550,152,7.5,7006,Adventure,Fantasy,Family,Chris Columbus,2001,0,0,1,0,0,0,0,0,Daniel Radcliffe,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.25E+08,591,The Da Vinci Code,45.313197,767820459,149,6.5,2704,Thriller,Mystery,NA,Ron Howard,2006,0,0,0,0,0,0,0,1,Tom Hanks,1,0,,,,0.4,,,,,,,,,,,,,0.4
1.25E+08,51497,Fast Five,7.255718,626137675,130,7.1,2438,Action,Thriller,Crime,Justin Lin,2011,0,0,0,1,0,0,0,0,Vin Diesel,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.25E+08,955,Mission: Impossible II,54.931334,546388105,123,5.9,1928,Adventure,Action,Thriller,John Woo,2000,0,0,1,0,0,0,0,0,Tom Cruise,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.25E+08,435,The Day After Tomorrow,41.380094,544272402,124,6.2,2392,Action,Adventure,Science Fiction,Roland Emmerich,2004,0,0,0,1,0,0,0,0,Dennis Quaid,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.25E+08,86834,Noah,46.115758,362637473,139,5.6,2350,Drama,Adventure,NA,Darren Aronofsky,2014,1,0,0,0,0,0,0,0,Russell Crowe,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.25E+08,58574,Sherlock Holmes: A Game of Shadows,81.499621,334615000,129,7,3886,Adventure,Action,Crime,Guy Ritchie,2011,0,0,1,0,0,0,0,0,Robert Downey Jr.,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.25E+08,18823,Clash of the Titans,47.686442,232713139,106,5.6,2233,Adventure,Fantasy,Action,Louis Leterrier,2010,0,0,1,0,0,0,0,0,Sam Worthington,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.20E+08,50620,The Twilight Saga: Breaking Dawn - Part 2,99.687084,8.29E+08,115,6.1,2553,Adventure,Fantasy,Drama,Bill Condon,2012,0,0,1,0,0,0,0,0,Kristen Stewart,0,1,,,,0.3,,,,,,,,,,,,,0.1
1.20E+08,1894,Star Wars: Episode II - Attack of the Clones,43.987061,649398328,142,6.4,3992,Adventure,Action,Science Fiction,George Lucas,2002,0,0,1,0,0,0,0,0,Ewan McGregor,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.20E+08,87827,Life of Pi,51.328145,609016565,127,7.2,5797,Adventure,Drama,Action,Ang Lee,2012,0,0,1,0,0,0,0,0,Suraj Sharma,1,0,,,,0.6,,,,,,,,,,,,,0.3
1.20E+08,324668,Jason Bourne,62.641286,415484914,123,5.9,2341,Action,Thriller,NA,Paul Greengrass,2016,0,0,0,1,0,0,0,0,Matt Damon,1,0,,,,0.5,,,,,,,,,,,,,0.3
1.20E+08,76170,The Wolverine,15.953444,415440673,126,6.3,4053,Action,Science Fiction,Adventure,James Mangold,2013,0,0,0,1,0,0,0,0,Hugh Jackman,1,0,,,,0.6,,,,,,,,,,,,,0.2
1.20E+08,2048,"I, Robot",95.914473,347234916,115,6.7,3793,Action,Science Fiction,NA,Alex Proyas,2004,0,0,0,1,0,0,0,0,Will Smith,1,0,,,,0.6,,,,,,,,,,,,,0.2
1.20E+08,2133,The Perfect Storm,25.752118,325756637,130,6.2,597,Drama,NA,NA,Wolfgang Petersen,2000,1,0,0,0,0,0,0,0,George Clooney,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.20E+08,75612,Oblivion,67.698004,286168572,124,6.4,4800,Action,Science Fiction,Adventure,Joseph Kosinski,2013,0,0,0,1,0,0,0,0,Tom Cruise,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.20E+08,9471,Charlie's Angels: Full Throttle,33.616115,259175788,106,5.2,914,Action,Adventure,Comedy,McG,2003,0,0,0,1,0,0,0,0,Cameron Diaz,0,1,,,,0.4,,,,,,,,,,,,,0.1
1.20E+08,97020,RoboCop,66.757869,242688965,102,5.7,2342,Action,Science Fiction,NA,JosÃ© Padilha,2014,0,0,0,1,0,0,0,0,Joel Kinnaman,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.20E+08,40805,The Green Hornet,31.703608,227817248,119,5.5,1251,Action,Crime,Comedy,Michel Gondry,2011,0,0,0,1,0,0,0,0,Seth Rogen,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.20E+08,166424,Fantastic Four,38.126095,167977596,100,4.4,2278,Action,Adventure,Science Fiction,Josh Trank,2015,0,0,0,1,0,0,0,0,Miles Teller,1,0,,,,0.7,,,,,,,,,,,,,0.1
1.20E+08,7459,Speed Racer,17.060695,93945766,135,5.7,354,Action,Family,Science Fiction,NA,2008,0,0,0,1,0,0,0,0,Emile Hirsch,1,0,,,,0.6,,,,,,,,,,,,,0.3
1.20E+08,42888,How Do You Know,11.137655,48668907,121,4.9,223,Comedy,Drama,Romance,James L. Brooks,2010,0,1,0,0,0,0,0,0,Reese Witherspoon,0,1,,,,0.3,,,,,,,,,,,,,0.1
1.17E+08,37834,Knight and Day,44.906918,261930431,109,5.9,1547,Action,Comedy,NA,James Mangold,2010,0,0,0,1,0,0,0,0,Tom Cruise,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.16E+08,2567,The Aviator,45.616098,1.02E+08,170,7,1489,Drama,NA,NA,Martin Scorsese,2004,1,0,0,0,0,0,0,0,Leonardo DiCaprio,1,0,,,,0.8,,,,,,,,,,,,,0.1
1.15E+08,1995,Lara Croft: Tomb Raider,41.498631,274703340,100,5.7,2192,Adventure,Fantasy,Action,Simon West,2001,0,0,1,0,0,0,0,0,Angelina Jolie,0,1,,,,0.7,,,,,,,,,,,,,0.1
1.15E+08,290595,The Huntsman: Winter's War,60.467984,164602163,114,6,1523,Action,Adventure,Drama,Cedric Nicolas-Troyan,2016,0,0,0,1,0,0,0,0,Chris Hemsworth,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.15E+08,12100,Windtalkers,18.714197,77628265,134,5.8,341,Drama,Action,History,John Woo,2002,1,0,0,0,0,0,0,0,Nicolas Cage,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.12E+08,38745,Gulliver's Travels,22.845143,237382724,85,4.9,621,Comedy,NA,NA,Rob Letterman,2010,0,1,0,0,0,0,0,0,Jack Black,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.10E+08,1593,Night at the Museum,48.780039,574480841,108,6.3,2862,Action,Adventure,Comedy,Shawn Levy,2006,0,0,0,1,0,0,0,0,Ben Stiller,1,0,,,,0.4,,,,,,,,,,,,,0.2
1.10E+08,787,Mr. & Mrs. Smith,44.635452,478207520,120,6.5,2965,Action,Comedy,Drama,Doug Liman,2005,0,0,0,1,0,0,0,0,Angelina Jolie,0,1,,,,0.5,,,,,,,,,,,,,0.1
1.10E+08,254128,San Andreas,100.412364,470490832,114,6,2968,Action,Drama,Thriller,Brad Peyton,2015,0,0,0,1,0,0,0,0,Dwayne Johnson,1,0,,,,0.4,,,,,,,,,,,,,0.3
1.10E+08,36658,X2,2.871739,407711549,133,6.8,3506,Adventure,Action,Science Fiction,Bryan Singer,2003,0,0,1,0,0,0,0,0,Patrick Stewart,1,0,,,,0.6,,,,,,,,,,,,,0.1
1.10E+08,1571,Live Free or Die Hard,48.93337,383531464,128,6.4,2089,Action,Thriller,NA,Len Wiseman,2007,0,0,0,1,0,0,0,0,Bruce Willis,1,0,,,,0.5,,,,,,,,,,,,,0.2
1.10E+08,163,Ocean's Twelve,76.840712,362744280,125,6.4,2124,Thriller,Crime,NA,Steven Soderbergh,2004,0,0,0,0,0,0,0,1,George Clooney,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.10E+08,53182,300: Rise of an Empire,71.510596,337580051,102,6.1,2397,Action,War,NA,Noam Murro,2014,0,0,0,1,0,0,0,0,Sullivan Stapleton,1,0,,,,0.6,,,,,,,,,,,,,0.1
1.10E+08,39254,Real Steel,37.195046,299268508,127,6.6,2692,Action,Science Fiction,Drama,Shawn Levy,2011,0,0,0,1,0,0,0,0,Hugh Jackman,1,0,,,,0.9,,,,,,,,,,,,,0.2
1.10E+08,262500,Insurgent,103.718387,295238201,119,6.2,3829,Adventure,Science Fiction,Thriller,Robert Schwentke,2015,0,0,1,0,0,0,0,0,Shailene Woodley,0,1,,,,0.4,,,,,,,,,,,,,0.1
1.10E+08,27576,Salt,48.829437,293329073,100,6.2,2093,Action,Mystery,Thriller,Phillip Noyce,2010,0,0,0,1,0,0,0,0,Angelina Jolie,0,1,,,,0.4,,,,,,,,,,,,,0.1
1.10E+08,1250,Ghost Rider,46.834704,228738393,114,5.2,1712,Thriller,Action,Fantasy,Mark Steven Johnson,2007,0,0,0,0,0,0,0,1,Nicolas Cage,1,0,,,,0.7,,,,,,,,,,,,,0.2
1.10E+08,2024,The Patriot,23.657284,215294342,165,6.8,1099,Drama,History,War,Roland Emmerich,2000,1,0,0,0,0,0,0,0,Mel Gibson,1,0,,,,0.4,,,,,,,,,,,,,0.2
1.10E+08,262504,Allegiant,86.105615,179246868,121,5.9,1998,Adventure,Science Fiction,NA,Robert Schwentke,2016,0,0,1,0,0,0,0,0,Shailene Woodley,0,1,,,,0.4,,,,,,,,,,,,,0.1
1.10E+08,10204,Around the World in 80 Days,22.643776,72178895,120,5.7,672,Action,Adventure,Comedy,Frank Coraci,2004,0,0,0,1,0,0,0,0,Jackie Chan,1,0,,,,0.7,,,,,,,,,,,,,0.4
1.08E+08,286217,The Martian,167.93287,630161890,141,7.6,7268,Drama,Adventure,Science Fiction,Ridley Scott,2015,1,0,0,0,0,0,0,0,Matt Damon,1,0,,,,0.6,,,,,,,,,,,,,0.1
1.07E+08,8489,Ali,18.866672,87713825,157,6.7,447,Drama,NA,NA,Michael Mann,2001,1,0,0,0,0,0,0,0,Will Smith,1,0,,,,0.1,,,,,,,,,,,,,0.1
1.05E+08,64682,The Great Gatsby,61.196071,351040419,143,7.3,3769,Drama,Romance,NA,Baz Luhrmann,2013,1,0,0,0,0,0,0,0,Leonardo DiCaprio,1,0,,,,0.6,,,,,,,,,,,,,0.2
1.05E+08,77931,The Smurfs 2,32.473628,347434178,105,5.5,695,Fantasy,Family,Comedy,Raja Gosnell,2013,0,0,0,0,0,1,0,0,Hank Azaria,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.05E+08,10198,The Princess and the Frog,62.479574,267045765,97,6.7,1247,Romance,Family,Animation,NA,2009,0,0,0,0,0,0,1,0,Anika Noni Rose,0,1,,,,0.2,,,,,,,,,,,,,0.1
1.05E+08,257088,Point Break,33.507289,133718711,114,5.5,783,Action,Crime,Thriller,Ericson Core,2015,0,0,0,1,0,0,0,0,Edgar RamÃ­rez,1,0,,,,0.4,,,,,,,,,,,,,0.3
1.05E+08,2789,The Chronicles of Riddick,27.835436,115772733,119,6.3,1570,Action,Science Fiction,NA,David Twohy,2004,0,0,0,1,0,0,0,0,Vin Diesel,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.03E+08,98,Gladiator,95.301296,457640427,155,7.9,5439,Action,Drama,Adventure,Ridley Scott,2000,0,0,0,1,0,0,0,0,Russell Crowe,1,0,,,,0.7,,,,,,,,,,,,,0.2
1.02E+08,180,Minority Report,65.948959,358372926,145,7.1,2608,Action,Thriller,Science Fiction,Steven Spielberg,2002,0,0,0,1,0,0,0,0,Tom Cruise,1,0,,,,0.7,,,,,,,,,,,,,0.1
1.02E+08,9705,Swordfish,36.788745,147080413,99,6.1,932,Action,Crime,Thriller,Dominic Sena,2001,0,0,0,1,0,0,0,0,John Travolta,1,0,,,,0.5,,,,,,,,,,,,,0.2
1.02E+08,83542,Cloud Atlas,73.872343,130482868,172,6.6,2977,Drama,Science Fiction,NA,NA,2012,1,0,0,0,0,0,0,0,Tom Hanks,1,0,,,,0.8,,,,,,,,,,,,,0.4
1.00E+08,672,Harry Potter and the Chamber of Secrets,132.397737,876688482,161,7.4,5815,Adventure,Fantasy,Family,Chris Columbus,2002,0,0,1,0,0,0,0,0,Daniel Radcliffe,1,0,,,,0.3,,,,,,,,,,,,,0.3
1.00E+08,68718,Django Unchained,82.121691,425368238,165,7.8,10099,Drama,Western,NA,Quentin Tarantino,2012,1,0,0,0,0,0,0,0,Jamie Foxx,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+08,106646,The Wolf of Wall Street,95.007934,392000694,180,7.9,6571,Crime,Drama,Comedy,Martin Scorsese,2013,0,0,0,0,1,0,0,0,Leonardo DiCaprio,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.00E+08,869,Planet of the Apes,51.188633,362211740,119,5.6,1243,Thriller,Science Fiction,Action,Tim Burton,2001,0,0,0,0,0,0,0,1,Mark Wahlberg,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.00E+08,2059,National Treasure,58.849256,347451894,131,6.4,1926,Adventure,Action,Thriller,Jon Turteltaub,2004,0,0,1,0,0,0,0,0,Nicolas Cage,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+08,76163,The Expendables 2,53.732892,312573423,103,6.1,2896,Action,Adventure,Thriller,Simon West,2012,0,0,0,1,0,0,0,0,Sylvester Stallone,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+08,39451,Little Fockers,32.389353,310650585,98,5.4,1060,Comedy,Romance,NA,Paul Weitz,2010,0,1,0,0,0,0,0,0,Robert De Niro,1,0,,,,0.6,,,,,,,,,,,,,0.1
1.00E+08,37786,Sex and the City 2,18.325897,288347692,146,5.4,426,Comedy,Drama,Romance,Michael Patrick King,2010,0,1,0,0,0,0,0,0,Sarah Jessica Parker,0,1,,,,0.4,,,,,,,,,,,,,0.1
1.00E+08,37710,The Tourist,41.426678,278731369,103,6,1699,Action,Thriller,Romance,Florian Henckel von Donnersmarck,2010,0,0,0,1,0,0,0,0,Johnny Depp,1,0,,,,1.1,,,,,,,,,,,,,0.4
1.00E+08,4982,American Gangster,42.361215,266465037,157,7.4,1502,Drama,Crime,NA,Ridley Scott,2007,1,0,0,0,0,0,0,0,Denzel Washington,1,0,,,,0.5,,,,,,,,,,,,,0.2
1.00E+08,2486,Eragon,30.863434,249288105,104,4.9,967,Fantasy,Action,Adventure,Stefen Fangmeier,2006,0,0,0,0,0,1,0,0,Ed Speleers,1,0,,,,0.7,,,,,,,,,,,,,0.3
1.00E+08,184315,Hercules,76.842247,243400000,99,5.6,1680,Action,Adventure,NA,Brett Ratner,2014,0,0,0,1,0,0,0,0,Dwayne Johnson,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+08,644,A.I. Artificial Intelligence,34.035114,235926552,146,6.8,1974,Drama,Science Fiction,Adventure,Steven Spielberg,2001,1,0,0,0,0,0,0,0,Haley Joel Osment,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+08,7552,Fun with Dick and Jane,25.159168,202026112,90,5.9,627,Comedy,NA,NA,Dean Parisot,2005,0,1,0,0,0,0,0,0,Jim Carrey,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.00E+08,3131,Gangs of New York,46.160048,193772504,167,7.1,1910,Drama,History,Crime,Martin Scorsese,2002,1,0,0,0,0,0,0,0,Leonardo DiCaprio,1,0,,,,0.3,,,,,,,,,,,,,0.2
1.00E+08,1372,Blood Diamond,52.792678,170877916,143,7.3,2281,Drama,Thriller,Action,Edward Zwick,2006,1,0,0,0,0,0,0,0,Leonardo DiCaprio,1,0,,,,0.7,,,,,,,,,,,,,0.2
1.00E+08,27581,The Other Guys,24.399642,170432927,107,6.1,1383,Action,Comedy,Crime,Adam McKay,2010,0,0,0,1,0,0,0,0,Will Ferrell,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+08,11688,The Emperor's New Groove,51.113717,169327687,78,7.2,1490,Adventure,Animation,Comedy,Mark Dindal,2000,0,0,1,0,0,0,0,0,David Spade,1,0,,,,0.2,,,,,,,,,,,,,0.1
1.00E+08,44048,Unstoppable,37.698465,167805466,98,6.3,1165,Action,Thriller,NA,Tony Scott,2010,0,0,0,1,0,0,0,0,Denzel Washington,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.00E+08,2655,What Lies Beneath,15.835672,155464351,130,6.3,488,Drama,Horror,Mystery,Robert Zemeckis,2000,1,0,0,0,0,0,0,0,Harrison Ford,1,0,,,,0.3,,,,,,,,,,,,,0.1
1.00E+08,18487,The Taking of Pelham 1 2 3,40.597856,150166126,106,6.2,954,Thriller,Drama,Crime,Tony Scott,2009,0,0,0,0,0,0,0,1,Denzel Washington,1,0,,,,0.5,,,,,,,,,,,,,0.1
1.00E+08,157353,Transcendence,58.991388,103039258,119,5.9,2295,Thriller,Science Fiction,Drama,Wally Pfister,2014,0,0,0,0,0,0,0,1,Johnny Depp,1,0,,,,0.4,,,,,,,,,,,,,0.3
1.00E+08,271969,Ben-Hur,29.608322,94061311,125,5.3,621,Drama,NA,NA,Timur Bekmambetov,2016,1,0,0,0,0,0,0,0,Jack Huston,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+08,205775,In the Heart of the Sea,50.767332,93820758,122,6.5,1276,Thriller,Drama,Adventure,Ron Howard,2015,0,0,0,0,0,0,0,1,Chris Hemsworth,1,0,,,,0.8,,,,,,,,,,,,,0.1
1.00E+08,314,Catwoman,32.271938,82102379,104,4.2,808,Action,Crime,NA,Pitof,2004,0,0,0,1,0,0,0,0,Halle Berry,0,1,,,,0.6,,,,,,,,,,,,,0.1
1.00E+08,18162,Land of the Lost,19.38841,68688831,102,5.3,381,Adventure,Comedy,Science Fiction,Brad Silberling,2009,0,0,1,0,0,0,0,0,Will Ferrell,1,0,,,,0.4,,,,,,,,,,,,,0.1
1.00E+08,8665,K-19: The Widowmaker,15.625949,35168966,138,6.1,264,Drama,History,Thriller,Kathryn Bigelow,2002,1,0,0,0,0,0,0,0,Harrison Ford,1,0,,,,0.6,,,,,,,,,,,,,0.4
1.00E+08,11692,The Adventures of Pluto Nash,12.092241,7103973,95,4.4,142,Action,Comedy,Science Fiction,Ron Underwood,2002,0,0,0,1,0,0,0,0,Eddie Murphy,1,0,,,,0.4,,,,,,,,,,,,,0.2
9.80E+07,1734,The Mummy Returns,41.862983,433013274,130,6,2206,Adventure,Action,Fantasy,Stephen Sommers,2001,0,0,1,0,0,0,0,0,Brendan Fraser,1,0,,,,0.3,,,,,,,,,,,,,0.1
97250400,2395,AstÃ©rix aux Jeux Olympiques,20.344364,132900000,116,5,471,Fantasy,Adventure,Comedy,NA,2008,0,0,0,0,0,1,0,0,Clovis Cornillac,1,0,,,,1.2,,,,,,,,,,,,,0.5
